Date,nasdaq100_UH,us500_Hx2,kbond20y,kodex200x2,usdkrwx2
1999-09-09,12784.21167146018,10404.966661912971,13469.513329518926,8052.739569325688,8814.640951810312
1999-09-10,12938.176452769309,10466.030860972323,13504.545625283365,8246.361277532891,8822.674719337667
1999-09-13,12664.59582361376,10348.713368085202,13596.483419668804,8572.250336998304,8808.48933571342
1999-09-14,12901.020577810874,10227.29245515827,13631.875880434944,8355.637311184946,8857.972319922865
1999-09-15,12578.373577773606,9946.177324481656,13667.368027312894,8081.762125116121,8831.881911179122
1999-09-16,12671.738080815352,9953.20402009849,13702.96018105506,7461.602178416842,8936.28644579265
1999-09-17,13080.393784433263,10208.293617411398,13738.652663615245,7608.498181903945,9004.030782849395
1999-09-20,13096.9461332068,10209.286475204268,13832.52360437996,7752.482867553188,8967.250691068864
1999-09-21,12749.386318771623,9781.276317853568,13868.584639164796,8142.942173673495,8997.769595284637
1999-09-22,13010.445968347303,9824.452664858674,13904.74752903664,7872.943097748694,9073.237819892784
1999-09-27,12589.167934696305,9413.471607819723,14074.844013410911,7243.892000510585,9118.970319835906
1999-09-28,12670.317348010749,9396.550617403213,14111.592981530408,7194.4951506810185,9225.086841713524
1999-09-29,12517.267699829728,9193.212173040389,14148.446042842705,6685.354868133313,9225.74577648793
1999-09-30,12554.5366345682,9400.465643068275,14185.403534766396,6181.834455043659,9211.249529127486
1999-10-01,12526.24352776142,9401.29863563676,14222.465795993492,6228.411366201426,9196.76362097392
1999-10-04,12825.16487640654,9720.046882256232,14117.858905274055,5918.003062171174,9152.02309808619
1999-10-05,12780.21285206672,9670.962293186634,14087.877698873392,5529.826187610533,9062.10009057679
1999-10-06,13062.566928440365,10027.765021636622,14058.009914090644,6140.983983063959,9017.680992604548
1999-10-07,13044.226009111371,9909.666554988871,14028.25505386898,6373.594755963321,8995.846472893301
1999-10-08,13180.999730165771,10185.46159821409,13998.612623765464,6197.467947838351,9018.941229211458
1999-10-11,13307.845408480374,10172.423140829676,13896.460080470895,6124.3175607546045,9027.079366369642
1999-10-12,13044.615057545512,9833.929620325594,13867.291643369465,6444.925222784893,9035.221731977512
1999-10-13,12676.4736545302,9421.497163487791,13838.233092966531,6433.629018430209,9043.368326819702
1999-10-14,12785.51853411432,9389.64096601985,13809.283950659375,6591.245566807917,9077.786196613622
1999-10-15,12414.73177706814,8862.101223006073,13780.44374035046,6539.32937361058,9044.597345150689
1999-10-18,12184.182025116575,8956.98611739811,13680.672090061358,5988.739657523804,9022.725718079237
1999-10-19,12205.1527285761,9059.082880329655,13652.29173147594,5773.7658638250805,9053.35848504547
1999-10-20,12732.131022181506,9462.257949917555,13624.01785327814,6047.435990321543,9038.98506477365
1999-10-21,12798.759961462423,9376.20050631509,13595.84999456291,5869.806842102725,9054.639399075028
1999-10-22,12841.357103448989,9639.11692155751,13567.787696826568,5884.013417851789,9051.530605569196
1999-10-25,12829.862199632866,9519.685263869806,13470.326073103532,5587.959117696561,9048.422100696074
1999-10-26,12722.127246508942,9346.551033513731,13442.70998603478,5562.090988489698,9026.541224608469
1999-10-27,12639.149261030494,9561.736391715374,13415.1970964413,5511.719085324045,8974.68428368332
1999-10-28,13057.863796225196,10235.502797692989,13387.78696039346,5893.946669191842,8967.846428990992
1999-10-29,13559.165981937727,10547.268150477315,13360.479136263984,6074.013091160236,8968.486989450204
1999-11-01,13405.939189157376,10410.200327292145,13265.259157203174,6702.330310249612,8909.312759552355
1999-11-02,13432.257463684318,10311.40168056394,13263.79854915926,6910.4482336979845,8872.687270530152
1999-11-03,13643.172371379542,10420.726746454651,13262.343983822811,6863.07551480276,8843.571872898972
1999-11-04,13722.996337513405,10538.617921460753,13260.895458568342,7244.447564220766,8747.67422465818
1999-11-05,14013.6032285838,10655.308129191808,13259.452970779228,7264.282995446098,8777.83953712878
1999-11-08,14131.444688220445,10760.036290855782,13241.351882100347,7178.073418400701,8731.85852812487
1999-11-09,14035.909185391414,10575.992916405252,13239.934995897693,7744.954418919448,8756.832706081439
1999-11-10,14142.796081079763,10702.009354068778,13238.52412793263,7667.420102124496,8676.171139476266
1999-11-11,14327.290708759783,10825.959501907657,13237.11927564396,7808.5178913180225,8581.16541044304
1999-11-12,14486.71801664636,11054.059649064342,13235.720436479269,8168.151188429058,8537.88492162007
1999-11-15,14564.925695438664,11026.866988541156,13217.72000264218,8261.650968507332,8708.52273522146
